,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mid-Way Through 2018-19 Season,Mid-Way Through 2018-19 Season,,,,,,,,,,,,,,,,,,,,
Step,League,"2021-22
Position",2021-22 Promoted,"2022-23
5,Combined Counties Premier Div. North,3,1,19,0,Bedfont Sports,"2,532","3,073","3,121","3,587","3,685","3,820","3,901","3,952","3,984","4,065","4,535","4,751","4,783",,"5,096","5,252","5,323",469,,,,
5,Combined Counties Premier Div. South,15,1,20,0,Tooting & Mitcham,"1,718","1,490","1,678","2,708","2,847","3,167","3,247","3,372","3,530","3,655","4,333","4,807","4,834",,"5,177","5,408","5,568",574,,,,
5,Eastern Counties Premier Div.,10,1,17,0,Dereham Town,"3,710","4,054","4,224","6,086","6,178","6,428","6,487","6,494","6,462","6,447","6,803","7,000","7,090",,"7,477","7,678","7,803",588,,,,
5,Essex Senior League ,13,1,17,0,Coggeshall Town,"2,322","3,678","3,813","4,648","4,713","4,901","4,964","4,986","4,982","5,018","5,389","5,545","5,611",,"5,817","5,968","6,103",357,,,,
5,Essex Senior League ,14,1,19,0,Tilbury,"3,322","3,853","3,950","4,620","4,751","4,935","5,009","5,073","5,155","5,241","5,772","5,953","5,990",,"6,210","6,521","6,690",531,,,,
5,Essex Senior League ,15,1,18,0,Great Wakering Rovers,"3,796","4,066","4,132","4,454","4,464","4,560","4,596","4,619","4,612","4,620","4,980","5,160","5,204",,"5,326","5,443","5,544",239,,,,
5,Essex Senior League ,16,1,20,0,Hullbridge Sports,"3,290","3,350","3,418","4,107","4,167","4,521","4,608","4,646","4,650","4,725","5,176","5,403","5,476",,"5,732","5,839","5,990",363,,,,
5,Hellenic League Premier Div.,10,1,17,0,Highworth Town,"2,704","3,129","3,197","3,684","3,773","3,864","3,906","3,991","4,009","4,008","4,344","4,444","4,455",,"4,589","4,687","4,750",232,,,,
5,Hellenic League Premier Div.,14,1,20,0,Slimbridge,"3,242","3,557","3,611","3,983","4,046","4,229","4,281","4,310","4,324","4,355","4,709","4,882","4,907",,"5,211","5,350","5,367",443,,,,
5,Hellenic League Premier Div.,17,1,19,0,Cinderford Town,"4,570","4,910","4,968","5,530","5,533","5,662","5,715","5,744","5,734","5,731","6,052","6,249","6,275",,"6,456","6,601","6,696",326,,,,
5,Midland Football League Premier Div.,16,1,19,0,Uttoxeter Town,,,"2,376","2,751","2,807","2,954",,,"3,084","3,131","3,490","3,570","3,623",,"3,791","3,839","3,934",216,,,,
5,North West Counties League Premier Div.,14,1,19,0,Colne,"5,851","6,593","6,745","7,921","8,060","8,359","8,411","8,460","8,546","8,577","9,190","9,373","9,428",,"9,698","9,946","10,026",518,,,,
5,North West Counties League Premier Div.,15,1,20,0,Ramsbottom United,"8,957","9,546","9,850","10,520","10,500","10,726","10,805","10,877","10,899","10,897","11,482","11,701","11,740",,"12,091","12,249","12,359",509,,,,
5,North West Counties League Premier Div.,17,1,18,0,Glossop North End,"6,914","7,321","7,421","7,963","8,064","8,267","8,338","8,350","8,360","8,388","9,668","9,857","9,877",,"10,208","10,350","10,513",473,,,,
5,Northern Counties East League Premier Div.,14,1,20,0,Tadcaster Albion,"7,550","9,051","10,831","11,561","11,600","11,721","11,836","14,156","13,704","13,133","13,131","13,129","13,131",,"13,189","13,179","13,243",48,,,,
5,Northern League Div. One ,5,1,19,0,Shildon,,,,"2,347","2,422","2,645","2,715",,"2,827","2,936","3,494","3,754","3,821",,"4,138","4,264","4,344",443,,,,
5,Southern Combination League Premier Div.,4,1,18,0,Haywards Heath Town,"2,499","3,071","3,171","3,762","3,887","4,036","4,071","4,283","4,435","4,433","4,848","5,226","5,294",,"5,605","5,849","5,957",555,,,,
5,Southern Counties East League Premier Div.,8,1,20,0,Corinthian ,,,"3,524","4,160","4,224","4,527","4,596",,"4,646","4,632","4,931","5,052","5,074",,"5,242","5,312","5,367",238,,,,
5,Southern Counties East League Premier Div.,9,1,17,0,VCD Athletic,"2,543","2,560","2,610","2,847","2,881",699,756,829,912,"1,286","1,628","1,772","1,829",,"2,073","2,182","2,374",353,,,,
5,Southern Counties East League Premier Div.,12,1,19,0,Faversham Town,"3,032","3,237","3,304","3,686","3,768","3,945","3,990","4,037","4,068","4,114","4,455","4,602","4,660",,"5,127","5,546","5,813",886,,,,
5,Spartan South Midlands League Premier Div.,12,1,19,0,FC Romania,"2,281","2,299","2,344","2,587","2,567","2,773","2,795","2,826","2,808","2,814","3,088","3,177","3,202",,"3,514","3,598","3,767",396,,,,
5,United Counties League Premier Div. North,16,1,18,0,Lincoln United,"4,642","5,098","5,279","5,963","6,123","6,231","6,280","6,325","6,360","6,395","6,708","6,857","6,901",,"7,167","7,276","7,376",375,,,,
5,United Counties League Premier Div. South,10,1,18,0,St. Neots Town,"8,427","9,007","9,186","9,580","9,579","9,644","9,711","9,795","9,791","9,789","10,170","10,308","10,342",,"10,559","10,658","10,920",316,,,,
5,United Counties League Premier Div. South,14,1,20,0,Yaxley,"2,830","3,281","3,355","3,616","3,642","3,754","3,800","3,839","3,830","3,864","4,155","4,227","4,250",,"4,425","4,695","4,729",445,,,,
5,United Counties League Premier Div. South,16,1,19,0,Daventry Town,"4,845","4,920","4,969","5,361","5,368","5,459","5,514","5,556","5,572","5,631","5,847","5,954","5,986",,"6,155","6,302","6,453",316,,,,
6,Combined Counties League Div. One,7,1,19,0,Windsor,,,"4,451","5,070","5,126","5,298","5,343",,"5,388","5,430","5,746","5,869","5,928",,"6,111","6,261","6,298",333,,,,
6,Combined Counties League Div. One,15,1,20,0,Oxhey Jets,,,"2,383","2,684","2,735","2,852","2,869",,"2,930","2,946","3,240","3,364","3,407",,"3,574","3,665","3,725",258,,,,
6,Combined Counties League Div. One,19,1,20,0,London Colney,,,"3,643","3,957","3,966","4,136","4,169",,"4,225","4,261","4,344","4,368","4,465",,"4,491","4,457","4,439",-8,,,,
6,Eastern Counties League Div. One North,16,1,20,0,Whitton United,,,"2,828","3,197","3,207","3,407","3,456",,"3,517","3,543","3,910","4,022","4,140",,"4,334","4,309","4,366",169,,,,
6,Eastern Counties League Div. One North,17,1,19,0,Haverhill Rovers,,,"3,950","4,626","4,654","4,816","4,863",,"4,901","4,934","5,202","5,339","5,365",,"5,527","5,630","5,701",265,,,,
6,Eastern Counties League Div. One South,15,1,19,0,Hoddesdon Town,,,"4,571","4,856","4,876","4,963","5,004",,"5,059","5,066","5,261","5,367","5,394",,"5,499","5,574","5,601",180,,,,
6,Eastern Counties League Div. One South,17,1,20,0,Southend Manor,,,"3,489","3,952","4,053","4,281","4,314",,"4,381","4,403","4,777","5,029","5,137",,"5,447","5,550","5,734",413,,,,
6,Eastern Counties League Div. One South,18,1,19,0,Clapton,,,"5,443","5,592","5,580","5,659","5,683",,"5,732","5,829","6,019","6,088","6,094",,"6,094","6,115","6,166",21,,,,
6,Hellenic League Div. One,18,1,20,0,Chipping Sodbury Town,,,"1,373","1,720","1,749","1,908","1,937",,"2,022","2,054","2,315","2,368","2,410",,"2,539","2,673","2,742",263,,,,
6,Midland Football League Div. One,6,1,19,0,Heather St. Johns,,,"2,759","3,418","3,456","3,616","3,639",,"3,698","3,703","3,966","4,050","4,142",,"4,284","4,373","4,446",231,,,,
6,North West Counties League Div. One North,18,1,22,0,Ashton Athletic,,,"6,320","6,844","6,890","7,074","7,117",,"7,234","7,270","7,587","7,779","7,845",,"7,998","8,143","8,238",298,,,,
6,Northern League Div. Two,3,1,20,0,Thornaby,,,"1,034","1,691","1,732","2,170","2,246",,"2,342","2,396","2,936","3,138","3,243",,"3,486","3,676","3,868",433,,,,
6,Southern Combination League Div. One,15,1,19,0,Alfold,,,"1,669","2,026","2,093","2,302","2,344",,"2,395","2,433","2,754","2,918","2,992",,"3,266","3,414","3,463",422,,,,
6,Southern Combination League Div. One,19,1,19,0,Banstead Athletic,,,"1,995","2,208","2,234","2,276","2,295",,"2,335","2,360","2,526","2,627","2,651",,"2,702","2,818","2,880",167,,,,
6,Southern Counties East League Div. One,16,1,19,0,Canterbury City ,,,"4,436","4,774","4,790","4,927","4,972",,"4,989","4,976","5,182","5,216","5,269",,"5,275","5,424","5,532",155,,,,
6,Southern Counties East League Div. One,17,1,20,0,K Sports,,,"1,803","2,386","2,407","2,651","2,700",,"2,749","2,757","2,981","3,092","3,132",,"3,253","3,316","3,401",184,,,,
6,Spartan South Midlands League Div. One,13,1,18,0,Long Buckby ,,,759,"1,075","1,058","1,145",,,"1,213","1,257","1,485","1,542","1,588",,"1,668","1,752","1,774",164,,,,
6,Spartan South Midlands League Div. One,18,1,17,0,Rothwell Corinthians,,,"1,136","1,417","1,410","1,485","1,523",,"1,581","1,608","1,793","1,852","1,897",,"2,019","2,135","2,188",238,,,,
6,United Counties League Div. One,15,1,20,0,Selston,,,"2,234","2,734","2,753","2,909","2,972",,"3,007","3,054","3,439","3,561","3,593",,"3,786","3,869","3,891",276,,,,
6,Wessex League Div. One,14,1,20,0,Alresford Town,,,"1,660","2,136","2,261","2,303","2,299",,"2,309","2,285","2,294","2,294","2,288",,"2,261","2,241","2,226",-47,,,,
6,Wessex League Div. One,17,1,20,0,Frimley Green,,,"1,684","2,059","2,139","2,262","2,318",,"2,375","2,414","2,896","3,013","3,066",,"3,229","3,292","3,367",226,,,,
6,Western League Div. One,6,1,19,0,Bradford Town,,,"2,970","3,602","3,641","3,757","3,799",,"3,862","3,880","4,238","4,358","4,387",,"4,711","4,899","5,016",512,,,,
6,Western League Div. One,10,1,19,0,Keynsham Town,,,"2,237","2,692","3,239","3,617","3,660",,"3,766","3,787","4,427","5,193","5,331",,"5,727","5,892","6,009",561,,,,
6,Western League Div. One,15,1,18,0,Cadbury Heath,,,"2,334","2,598","2,651","2,860","2,895",,"2,934","2,945","3,185","3,254","3,969",,"3,420","3,460","3,480",-509,,,,
2,National League North,24,0,23,0,Scunthorpe United,"60,878",,"62,201","65,252",,,,,,,"68,934","70,727","70,932","72,501","73,093","75,827","76,333","4,895",,,,
6,North West Counties League Div. One South,20,0,20,0,Market Drayton Town,"4,724","5,242","5,344","5,826","5,856","5,987","6,033","6,058","6,087","6,089","6,427","6,546","6,656",,"6,868","7,061","7,115",405,,,,
6,Northern Counties East League Div. One,10,0,20,0,Yorkshire Amateur,,,,,,,,"2,062",,,"2,909","3,158","3,337",,"3,483","3,584","3,622",247,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"7,803","7,917",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,21,,Grantham Town Academy,,,,,,,,,,,,,0,,916,963,,963,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,18,,22,,Almondsbury,,,"1,619","1,782","1,801","1,874",,,"1,905",,"2,075",,"2,203",,"2,316","2,404",,785,,,,
7,,21,,19,,Amesbury Town,,,"1,737","2,073","2,097",614,644,,744,751,954,,"1,085",,"1,127","1,218",,-519,,,,
7,,18,,10,,Ashton & Backwell United - resigned,,,"1,013","1,243","1,285","1,368",,,"1,417","1,457","1,773","1,905","1,948",,"2,119","2,214",,"1,201",,,,
7,,4,,17,,Bermondsey Town,,,,,,,,,,,,,,,"1,687","1,909",,"1,909",,,,
7,,1,,N/A,,Blidworth Welfare - resigned,,,,,,,,,,,,,"2,680",,"2,765","2,793",,"2,793",,,,
7,,18,,21,,CB Hounslow United,,,"1,450","1,756","1,782","1,917","1,958",,"2,026","2,082","2,296",,"2,448",,"2,534","2,600",,"1,150",,,,
7,,14,,19,,Cirencester Town Devel.,,,0,0,0,228,,,271,,461,,540,,583,615,,615,,,,
7,,9,,18,,Cleator Moor Celtic,,,"1,799","2,058","2,095","2,123",,,"2,253",,"2,601",,"2,740",,"2,777","2,909",,"1,110",,,,
7,,15,,19,,Coggeshall United,,,560,"1,063","1,102","1,287",,,"1,437",,"1,790",,"2,089",,"2,195","2,173",,"1,613",,,,
7,,11,,19,,Debenham LC,,,"2,878","3,059","3,073","3,205",,,"3,263",,"3,488",,"3,585",,"3,681","3,730",,852,,,,
7,,15,,6,,Ellesmere Rangers,,,"2,352","2,732","2,760","2,875",,,"2,975",,"3,307",,"3,479",,"3,559","3,649",,"1,297",,,,
7,,8,,18,,Elmore,,,,996,"1,032","1,113",,,"1,169",,"1,375",,"1,500",,"1,568","1,625",,"1,625",,,,
7,,18,,20,,Fleet Spurs,,,"1,443","1,821","1,847","1,949",,,"2,042",,"2,315",,"2,468",,"2,608","2,752",,"1,309",,,,
7,,4,,19,,Foley Meir,,,,,,,,,,,,,"2,120",,"2,310","2,617",,"2,617",,,,
7,,15,,N/A,,Godolphin Atlantic (Newquay) - resigned,,,,323,316,334,,,446,,820,,964,,"1,074","1,100",,"1,100",,,,
7,,16,,17,,Hailsham Town,,,"3,850","4,116","4,123","4,185",,,"4,272",,"4,571",,"4,890",,"5,220","5,317",,"1,467",,,,
7,,19,,21,,Haughmond,,,"2,361","2,708","2,751","2,879","2,907",,"2,975","3,004","3,211",,"3,514",,"3,597","3,645",,"1,284",,,,
7,,10,,19,,Heath Hayes,,,"2,191","1,482","1,497","1,633",,,"1,743",,"2,026",,"2,183",,0,444,,"-1,747",,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,14,,N/A,,Kent Football United - folded,,,"3,254","4,113","4,224","4,778",,,"5,181",,,,,,0,553,,"-2,701",,,,
7,,10,,18,,Littleton,,,"1,373","1,962","2,029","2,193",,,"2,308",,"2,604",,"2,881",,"2,950","3,107",,"1,734",,,,
7,,16,,19,,London Tiger,,,"1,490","1,581","1,611","1,699",,,"1,724",,"1,790",,"1,818",,"1,838","1,847",,357,,,,
7,,11,,19,,Plymouth Marjon,,,,873,887,979,,,"1,027",,"1,216",,"1,327",,"1,432","1,502",,"1,502",,,,
7,,19,,20,,Rocester ,,,"3,317","3,691","3,730","3,893",,,"4,004",,"4,386",,"4,579",,"4,711","4,827",,"1,510",,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,14,,20,,Thame United Reserves,,,223,390,405,428,,,220,,226,,518,,534,545,,322,,,,
7,,11,,N/A,,Walton Casuals - dissolved,"4,513","4,637","4,819","5,707","5,712","5,781","5,813","5,882","5,882","5,873","6,823","7,032","7,082","6,998","6,955","6,862",,"2,043",,,,
7,,14,,21,,Willington,,,"3,378","3,879","3,919","4,131",,,"4,279",,"4,701",,"4,965",,"5,182","5,269",,"1,891",,,,
